        Date        , GPU Clock [MHz] , Memory Clock [MHz] , UVD Clock [MHz] , UVD Clock [MHz] , GPU Temperature [°C] , GPU Temperature (Hot Spot) [°C] , Memory Temperature [°C] , GPU VRM Temperature [°C] , Mem1 VRM Temperature [°C] , Mem2 VRM Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Controller Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU only Power Draw [W] , GPU Voltage [V] , Memory Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2020-02-12 02:04:45 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               53.6   ,                  5954   ,
2020-02-12 02:04:46 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               53.1   ,                  6003   ,
2020-02-12 02:04:47 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               52.5   ,                  6013   ,
2020-02-12 02:04:48 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               52.6   ,                  6058   ,
2020-02-12 02:04:49 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               52.9   ,                  6063   ,
2020-02-12 02:04:50 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               52.3   ,                  6117   ,
2020-02-12 02:04:51 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               51.9   ,                  6138   ,
2020-02-12 02:04:52 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               51.0   ,                  6115   ,
2020-02-12 02:04:53 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               50.8   ,                  6124   ,
2020-02-12 02:04:54 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               59.9   ,                  6143   ,
2020-02-12 02:04:55 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               58.3   ,                  6131   ,
2020-02-12 02:04:56 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.8   ,                  6183   ,
2020-02-12 02:04:57 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               55.5   ,                  6241   ,
2020-02-12 02:04:58 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.9   ,                  6253   ,
2020-02-12 02:04:59 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.0   ,                  6216   ,
2020-02-12 02:05:00 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.0   ,                  6259   ,
2020-02-12 02:05:01 ,           7.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               53.5   ,                  6309   ,
2020-02-12 02:05:02 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               53.1   ,                  6308   ,
2020-02-12 02:05:03 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               52.9   ,                  6310   ,
2020-02-12 02:05:04 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               52.5   ,                  6291   ,
2020-02-12 02:05:05 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               52.1   ,                  6348   ,
2020-02-12 02:05:06 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               51.6   ,                  6303   ,
2020-02-12 02:05:07 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               60.1   ,                  6330   ,
2020-02-12 02:05:08 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               58.8   ,                  6376   ,
2020-02-12 02:05:09 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               57.1   ,                  6336   ,
2020-02-12 02:05:10 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.3   ,                  6372   ,
2020-02-12 02:05:11 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.3   ,                  6310   ,
2020-02-12 02:05:12 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.3   ,                  6389   ,
2020-02-12 02:05:13 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.4   ,                  6372   ,
2020-02-12 02:05:14 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               57.4   ,                  6410   ,
2020-02-12 02:05:15 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.9   ,                  6415   ,
2020-02-12 02:05:16 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.4   ,                  6427   ,
2020-02-12 02:05:17 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.6   ,                  6422   ,
2020-02-12 02:05:18 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.6   ,                  6442   ,
2020-02-12 02:05:19 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.4   ,                  6386   ,
2020-02-12 02:05:20 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.4   ,                  6496   ,
2020-02-12 02:05:21 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.3   ,                  6474   ,
2020-02-12 02:05:22 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.6   ,                  6481   ,
2020-02-12 02:05:23 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.3   ,                  6480   ,
2020-02-12 02:05:24 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.1   ,                  6466   ,
2020-02-12 02:05:25 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.3   ,                  6418   ,
2020-02-12 02:05:26 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.1   ,                  6423   ,
2020-02-12 02:05:27 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.0   ,                  6489   ,
2020-02-12 02:05:28 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.0   ,                  6435   ,
2020-02-12 02:05:29 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               56.3   ,                  6458   ,
2020-02-12 02:05:30 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               55.5   ,                  6387   ,
2020-02-12 02:05:31 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.8   ,                  6440   ,
2020-02-12 02:05:32 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               53.6   ,                  6369   ,
2020-02-12 02:05:33 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.3   ,                  6322   ,
2020-02-12 02:05:34 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.3   ,                  6283   ,
2020-02-12 02:05:35 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.3   ,                  6278   ,
2020-02-12 02:05:36 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.3   ,                  6244   ,
2020-02-12 02:05:37 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.3   ,                  6216   ,
2020-02-12 02:05:38 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.1   ,                  6220   ,
2020-02-12 02:05:39 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  48.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.3   ,                  6223   ,
2020-02-12 02:05:40 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.3   ,                  6202   ,
2020-02-12 02:05:41 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               54.3   ,                  6186   ,
2020-02-12 02:05:42 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               53.4   ,                  6203   ,
2020-02-12 02:05:43 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               51.9   ,                  6198   ,
2020-02-12 02:05:44 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               50.5   ,                  6213   ,
2020-02-12 02:05:45 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       55   ,                  12.0   ,         0.725   ,            0.675   ,               50.9   ,                  5956   ,
2020-02-12 02:05:46 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               60.3   ,                  6019   ,
2020-02-12 02:05:47 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               58.8   ,                  5978   ,
2020-02-12 02:05:48 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               57.3   ,                  6076   ,
2020-02-12 02:05:49 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.9   ,                  5992   ,
2020-02-12 02:05:50 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.1   ,                  6106   ,
2020-02-12 02:05:51 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               54.8   ,                  5990   ,
2020-02-12 02:05:52 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.1   ,                  5997   ,
2020-02-12 02:05:53 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.3   ,                  6014   ,
2020-02-12 02:05:54 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               54.6   ,                  6044   ,
2020-02-12 02:05:55 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.0   ,                  6027   ,
2020-02-12 02:05:56 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.1   ,                  6025   ,
2020-02-12 02:05:57 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.0   ,                  6036   ,
2020-02-12 02:05:58 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.0   ,                  6047   ,
2020-02-12 02:05:59 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.3   ,                  6058   ,
2020-02-12 02:06:00 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.3   ,                  6047   ,
2020-02-12 02:06:01 ,           9.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.3   ,                  6070   ,
2020-02-12 02:06:02 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.3   ,                  6062   ,
2020-02-12 02:06:03 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               55.0   ,                  6065   ,
2020-02-12 02:06:04 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               54.6   ,                  6091   ,
2020-02-12 02:06:05 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               54.8   ,                  6148   ,
2020-02-12 02:06:06 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               48.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               54.5   ,                  6087   ,
2020-02-12 02:06:07 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               54.6   ,                  6086   ,
2020-02-12 02:06:08 ,          12.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               54.5   ,                  6062   ,
2020-02-12 02:06:09 ,           6.0   ,            200.0   ,           0.0   ,           0.0   ,               47.0   ,                          47.0   ,                  46.0   ,                   41.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        3   ,                        533   ,                       32   ,                  12.0   ,         0.725   ,            0.675   ,               54.5   ,                  6063   ,
